시장구분,회사명,신고서제출일,수요예측일정,청약일정,납입일,확정공모가,공모금액(백만원),상장예정일,상장주선인/
,,,~ 2017-03-24,~ 2017-03-29,,,,,
코스닥 상장추진,유에스티,2017-03-02,   2017-03-23,   2017-03-28,2017-03-31,"2,000","5,000",2017-04-06,신영증권㈜
,,,~ 2017-03-24,~ 2017-03-29,,,,,
코스닥 상장추진,코미코,2017-02-10,   2017-03-07,   2017-03-14,2017-03-17,"13,000","32,500",2017-03-23,엔에이치투자증권주식회사
,,,~ 2017-03-08,~ 2017-03-15,,,,,
코스닥 상장추진,서진시스템,2017-02-10,   2017-03-13,   2017-03-16,2017-03-21,"25,000","35,750",2017-03-27,엔에이치투자증권주식회사
,,,~ 2017-03-14,~ 2017-03-17,,,,,
유가증권 상장추진,덴티움,2017-01-25,   2017-02-27,   2017-03-06,2017-03-09,"32,000","81,467",2017-03-15,엔에이치투자증권주식회사
,,,~ 2017-02-28,~ 2017-02-07,,,,,
코스닥 상장추진,대신밸런스제4호스팩,2017-01-23,   2017-02-15,   2017-02-21,2017-02-24,"2,000","9,000",2017-03-03,대신증권㈜
,,,~ 2017-02-16,~ 2017-02-22,,,,,
코스닥 상장추진,모바일어플라이언스,2017-01-17,   2017-02-13,   2017-02-16,2017-02-21,"3,500","13,182",2017-02-24,엔에이치투자증권주식회사
,,,~ 2017-02-14,~ 2017-02-17,,,,,
코스닥 상장추진,피씨엘,2017-01-12,   2017-02-08,   2017-02-13,2017-02-16,"8,000","12,000",2017-02-22,한국투자증권㈜
,,,~ 2017-02-09,~ 2017-02-14,,,,,
코스닥 상장추진,에프엔에스테크,2017-01-12,   2017-02-09,   2017-02-16,2017-02-21,"14,000","14,000",2017-02-27,한국투자증권㈜
,,,~ 2017-02-10,~ 2017-02-17,,,,,
코스닥 상장추진,신신제약,2017-01-12,   2017-02-08,   2017-02-16,2017-02-21,"4,500","14,625",2017-02-28,케이비투자증권㈜
,,,~ 2017-02-09,~ 2017-02-17,,,,,
코스닥 상장추진,에스디생명공학,2017-01-10,   2017-02-14,   2017-02-20,2017-02-23,"12,000","57,600",2017-03-02,"신한투자증권 주식회사,한국투자증권㈜"
,,,~ 2017-02-15,~ 2017-02-21,,,,,
코스닥 상장추진,신한제3호스팩,2017-01-09,   2017-02-09,   2017-02-14,2017-02-17,"2,000","6,000",2017-02-23,신한투자증권 주식회사
,,,~ 2017-02-10,~ 2017-02-15,,,,,
유가증권 상장추진,호전실업,2016-12-21,   2017-01-16,   2017-01-19,2017-01-24,"25,000","41,617",2017-02-02,엔에이치투자증권주식회사
,,,~ 2017-01-17,~ 2017-01-20,,,,,
코스닥 상장추진,서플러스글로벌,2016-12-16,   2017-01-12,   2017-01-17,2017-01-19,"8,000","35,200",2017-01-25,한국투자증권㈜
,,,~ 2017-01-13,~ 2017-01-18,,,,,
코스닥 상장추진,한국비엔씨,2016-11-23,   2016-12-14,   2016-12-19,2016-12-22,"2,000","13,000",2016-12-28,엔에이치투자증권주식회사
,,,~ 2016-12-15,~ 2016-12-20,,,,,
코스닥 상장추진,아스타,2016-11-21,   2017-03-06,   2017-03-09,2017-03-14,"8,000","14,000",2017-03-20,키움증권㈜
,,,~ 2017-03-07,~ 2017-03-10,,,,,
코스닥 상장추진,퓨전,2016-11-14,   2016-12-06,   2016-12-12,2016-12-15,"11,500","11,500",2016-12-21,한국투자증권㈜
,,,~ 2016-12-07,~ 2016-12-13,,,,,
코스닥 상장추진,유바이오로직스,2016-11-11,   2017-01-09,   2017-01-16,2017-01-19,"6,000","19,200",2017-01-24,한국투자증권㈜
,,,~ 2017-01-10,~ 2017-01-17,,,,,
코스닥 상장추진,DSC인베스트먼트,2016-11-10,   2016-12-05,   2016-12-08,2016-12-13,"1,700","7,427",2016-12-19,키움증권㈜
,,,~ 2016-12-06,~ 2016-12-09,,,,,
코스닥 상장추진,TS인베스트먼트,2016-11-09,   2016-12-01,   2016-12-07,2016-12-12,"1,300","7,410",2016-12-15,한국투자증권㈜
,,,~ 2016-12-02,~ 2016-12-08,,,,,
코스닥 상장추진,코썬바이오,2016-11-04,   2016-11-24,   2016-11-30,2016-12-05,"7,000","19,600",2016-12-09,엔에이치투자증권주식회사
,,,~ 2016-11-25,~ 2016-12-01,,,,,
코스닥 상장추진,피엠티,2016-11-03,   2016-11-28,   2016-12-01,2016-12-06,"7,300","21,900",2016-12-12,키움증권㈜
,,,~ 2016-11-29,~ 2016-12-02,,,,,
코스닥 상장추진,유니온커뮤니티,2016-11-02,   2016-11-21,   2016-11-28,2016-12-01,"5,000","14,550",2016-12-07,미래에셋증권㈜
,,,~ 2016-11-22,~ 2016-11-29,,,,,
코스닥 상장추진,신라젠,2016-11-01,   2016-11-23,   2016-11-28,2016-12-01,"15,000","150,000",2016-12-06,"엔에이치투자증권주식회사,하나증권주식회사,DB금융투자주식회사"
,,,~ 2016-11-24,~ 2016-11-29,,,,,
코스닥 상장추진,엘앤케이바이오,2016-10-28,   2016-11-14,   2016-11-21,2016-11-24,"15,000","15,345",2016-11-30,엔에이치투자증권주식회사
,,,~ 2016-11-15,~ 2016-11-22,,,,,
코스닥 상장추진,퓨쳐켐,2016-10-26,   2016-11-16,   2016-11-23,2016-11-28,"15,000","21,000",2016-12-01,엔에이치투자증권주식회사
,,,~ 2016-11-17,~ 2016-11-24,,,,,
코스닥 상장추진,자비스,2016-10-25,   2016-11-17,   2016-11-22,2016-11-25,"2,000","8,000",2016-12-02,IBK투자증권㈜
,,,~ 2016-11-18,~ 2016-11-23,,,,,
코스닥 상장추진,오가닉티코스메틱,2016-10-24,   2016-10-20,   2016-10-26,2016-10-31,"4,000","57,200",2016-11-04,유진투자증권㈜
,,,~ 2016-10-21,~ 2016-10-27,,,,,
코스닥 상장추진,애니젠,2016-10-24,   2016-11-22,   2016-11-28,2016-12-01,"18,000","12,600",2016-12-07,키움증권㈜
,,,~ 2016-11-23,~ 2016-11-29,,,,,
유가증권 상장추진,핸즈코퍼레이션,2016-10-21,   2016-11-15,   2016-11-22,2016-11-25,"12,000","65,784",2016-12-02,케이비투자증권㈜
,,,~ 2016-11-16,~ 2016-11-23,,,,,
코스닥 상장추진,핸디소프트,2016-10-21,   2016-11-07,   2016-11-15,2016-11-18,"5,600","10,640",2016-11-24,케이비투자증권㈜
,,,~ 2016-11-08,~ 2016-11-16,,,,,
코스닥 상장추진,오션브릿지,2016-10-21,   2016-11-15,   2016-11-21,2016-11-24,"6,600","14,949",2016-12-01,대신증권㈜
,,,~ 2016-11-16,~ 2016-11-22,,,,,
코스닥 상장추진,뉴파워프라즈마,2016-10-21,   2016-11-16,   2016-11-21,2016-11-24,"17,500","29,750",2016-11-30,키움증권㈜
,,,~ 2016-11-17,~ 2016-11-22,,,,,
코스닥 상장추진,에이치엔티,2016-10-14,   2016-11-14,   2016-11-17,2016-11-22,"10,000","13,500",2016-11-28,키움증권㈜
,,,~ 2016-11-15,~ 2016-11-18,,,,,
유가증권 상장추진,두산밥캣,2016-10-13,   2016-11-03,   2016-11-08,2016-11-11,"30,000","900,845",2016-11-18,"한국투자증권㈜,제이피모간증권회사 서울지점"
,,,~ 2016-11-04,~ 2016-11-09,,,,,
코스닥 상장추진,SK3호스팩,2016-10-06,   2016-10-31,   2016-11-07,2016-11-10,"2,000","6,600",2016-11-16,SK증권㈜
,,,~ 2016-11-01,~ 2016-11-08,,,,,
유가증권 상장추진,삼성바이오로직스,2016-10-04,   2016-10-26,   2016-11-02,2016-11-07,"136,000","2,249,617",2016-11-10,"한국투자증권㈜,씨티그룹글로벌마켓증권㈜"
,,,~ 2016-10-27,~ 2016-11-03,,,,,
코스닥 상장추진,클리오,2016-09-30,   2016-10-25,   2016-10-31,2016-11-03,"41,000","184,402",2016-11-09,엔에이치투자증권주식회사
,,,~ 2016-10-26,~ 2016-11-01,,,,,
코스닥 상장추진,세화피앤씨,2016-09-23,   2016-10-18,   2016-10-24,2016-10-27,"2,000","10,000",2016-11-02,IBK투자증권㈜
,,,~ 2016-10-19,~ 2016-10-25,,,,,
코스닥 상장추진,얼라인드,2016-09-21,   2016-10-19,   2016-10-26,2016-10-31,"25,500","18,056",2016-11-03,신한투자증권 주식회사
,,,~ 2016-10-20,~ 2016-10-27,,,,,
코스닥 상장추진,인크로스,2016-09-19,   2016-10-13,   2016-10-20,2016-10-24,"43,000","20,275",2016-10-31,신한투자증권 주식회사
,,,~ 2016-10-14,~ 2016-10-21,,,,,
코스닥 상장추진,에이치엘사이언스,2016-09-12,   2016-10-12,   2016-10-19,2016-10-24,"27,000","40,800",2016-10-28,"미래에셋증권 주식회사,케이비투자증권㈜"
,,,~ 2016-10-13,~ 2016-10-20,,,,,
코스닥 상장추진,GRT,2016-09-12,   2016-10-10,   2016-10-17,2016-10-20,"5,000","86,875",2016-10-25,엔에이치투자증권주식회사
,,,~ 2016-10-11,~ 2016-10-18,,,,,
코스닥 상장추진,코스메카코리아,2016-09-09,   2016-10-11,   2016-10-18,2016-10-21,"54,000","72,360",2016-10-28,삼성증권㈜
,,,~ 2016-10-12,~ 2016-10-19,,,,,
유가증권 상장추진,JW생명과학,2016-09-09,   2016-10-10,   2016-10-18,2016-10-21,"30,000","72,000",2016-10-27,케이비투자증권㈜
,,,~ 2016-10-11,~ 2016-10-19,,,,,
코스닥 상장추진,에이치시티,2016-09-01,   2016-09-28,   2016-10-06,2016-10-10,"17,000","19,320",2016-10-17,미래에셋증권 주식회사
,,,~ 2016-09-29,~ 2016-10-07,,,,,
코스닥 상장추진,잉글우드랩,2016-08-26,   2016-09-26,   2016-10-04,2016-10-07,"6,000","25,200",2016-10-14,하나증권주식회사
,,,~ 2016-09-27,~ 2016-10-05,,,,,
코스닥 상장추진,인텔리안테크,2016-08-26,   2016-09-28,   2016-10-06,2016-10-11,"19,000","27,550",2016-10-17,한국투자증권㈜
,,,~ 2016-09-29,~ 2016-10-07,,,,,
코스닥 상장추진,앤디포스,2016-08-26,   2016-09-26,   2016-10-04,2016-10-07,"14,500","60,900",2016-10-12,미래에셋증권 주식회사
,,,~ 2016-09-27,~ 2016-10-05,,,,,
코스닥 상장추진,수산아이앤티,2016-08-26,   2016-09-22,   2016-09-29,2016-10-05,"11,500","19,550",2016-10-11,삼성증권㈜
,,,~ 2016-09-23,~ 2016-09-30,,,,,
코스닥 상장추진,미투온,2016-08-18,   2016-09-20,   2016-09-26,2016-09-29,"3,800","27,211",2016-10-10,미래에셋증권㈜
,,,~ 2016-09-21,~ 2016-09-27,,,,,
유가증권 상장추진,화승엔터프라이즈,2016-08-17,   2016-09-08,   2016-09-21,2016-09-26,"15,000","117,600",2016-10-04,한국투자증권㈜
,,,~ 2016-09-09,~ 2016-09-22,,,,,
코스닥 상장추진,골든센츄리,2016-08-17,   2016-10-04,   2016-10-10,2016-10-13,"3,500","27,667",2016-10-19,유안타증권㈜
,,,~ 2016-10-05,~ 2016-10-11,,,,,
코스닥 상장추진,예선테크,2016-08-12,   2016-09-07,   2016-09-20,2016-09-23,"2,000","10,000",2016-09-29,케이비투자증권㈜
,,,~ 2016-09-08,~ 2016-09-21,,,,,
유가증권 상장추진,LS전선아시아,2016-08-11,   2016-09-05,   2016-09-08,2016-09-13,"8,000","80,961",2016-09-22,"한국투자증권㈜,하나증권주식회사"
,,,~ 2016-09-06,~ 2016-09-09,,,,,
코스닥 상장추진,유니테크노,2016-08-08,   2016-08-31,   2016-09-05,2016-09-08,"10,300","15,450",2016-09-20,한국투자증권㈜
,,,~ 2016-09-01,~ 2016-09-06,,,,,
코스닥 상장추진,모비스,2016-07-27,   2016-08-23,   2016-08-30,2016-09-02,"2,000","12,000",2016-09-08,하나증권주식회사
,,,~ 2016-08-24,~ 2016-08-31,,,,,
코스닥 상장추진,나무기술,2016-07-27,   2016-08-23,   2016-08-29,2016-09-01,"2,000","12,000",2016-09-07,"교보증권㈜,㈜비엔케이투자증권"
,,,~ 2016-08-24,~ 2016-08-30,,,,,
유가증권 상장추진,모두투어리츠,2016-07-26,-,   2016-09-01,2016-09-06,"6,000","14,100",2016-09-22,교보증권㈜
,,,,~ 2016-09-02,,,,,
유가증권 상장추진,신세계까사,2016-07-15,   2016-08-09,   2016-08-16,2016-08-19,-,-,2016-08-25,"한화투자증권㈜,대신증권㈜"
,,,~ 2016-08-10,~ 2016-08-17,,,,,
코스닥 상장추진,에코마케팅,2016-06-24,   2016-07-18,   2016-07-26,2016-08-01,"35,000","38,500",2016-08-08,한국투자증권㈜
,,,~ 2016-07-19,~ 2016-07-27,,,,,
유가증권 상장추진,두올,2016-06-21,   2016-07-13,   2016-07-19,2016-07-22,"8,500","62,050",2016-07-29,미래에셋증권㈜
,,,~ 2016-07-14,~ 2016-07-20,,,,,
코스닥 상장추진,팍스넷,2016-06-17,   2016-07-11,   2016-07-19,2016-07-25,"5,200","14,390",2016-08-01,한국투자증권㈜
,,,~ 2016-07-12,~ 2016-07-20,,,,,
코스닥 상장추진,우리손에프앤지,2016-06-17,   2016-07-11,   2016-07-18,2016-07-21,"2,210","40,247",2016-07-27,미래에셋증권 주식회사
,,,~ 2016-07-12,~ 2016-07-19,,,,,
코스닥 상장추진,엔지스테크널러지,2016-06-17,   2016-07-13,   2016-07-19,2016-07-22,"10,000","4,670",2016-07-28,교보증권㈜
,,,~ 2016-07-14,~ 2016-07-20,,,,,
코스닥 상장추진,아이윈플러스,2016-06-15,   2016-07-05,   2016-07-11,2016-07-14,"5,900","4,130",2016-07-20,IBK투자증권㈜
,,,~ 2016-07-06,~ 2016-07-12,,,,,
코스닥 상장추진,장원테크,2016-06-09,   2016-07-04,   2016-07-07,2016-07-11,"17,500","26,250",2016-07-15,신한투자증권 주식회사
,,,~ 2016-07-05,~ 2016-07-08,,,,,
코스닥 상장추진,비엘,2016-06-03,   2016-06-22,   2016-06-27,2016-06-30,"15,000","18,000",2016-07-07,키움증권㈜
,,,~ 2016-06-23,~ 2016-06-28,,,,,
코스닥 상장추진,헝셩그룹,2016-06-01,   2016-08-03,   2016-08-08,2016-08-11,"3,600","72,000",2016-08-18,신한투자증권 주식회사
,,,~ 2016-08-04,~ 2016-08-09,,,,,
코스닥 상장추진,위니아,2016-06-01,   2016-06-27,   2016-07-04,2016-07-07,"6,800","51,000",2016-07-14,신영증권㈜
,,,~ 2016-06-28,~ 2016-07-05,,,,,
유가증권 상장추진,한국자산신탁,2016-05-31,   2016-06-23,   2016-06-30,2016-07-05,"10,300","281,163",2016-07-13,"신한투자증권 주식회사,대신증권㈜"
,,,~ 2016-06-24,~ 2016-07-01,,,,,
코스닥 상장추진,자이글,2016-05-27,   2016-08-18,   2016-08-25,2016-08-30,"11,000","49,280",2016-09-06,"케이비투자증권㈜,하나증권주식회사"
,,,~ 2016-08-19,~ 2016-08-26,,,,,
코스닥 상장추진,피앤씨테크,2016-05-24,   2016-06-16,   2016-06-22,2016-06-27,"10,200","27,030",2016-07-04,케이비투자증권㈜
,,,~ 2016-06-17,~ 2016-06-23,,,,,
코스닥 상장추진,알엔투테크놀로지,2016-05-19,   2016-06-07,   2016-06-13,2016-06-16,"5,800","3,886",2016-06-22,하나증권주식회사
,,,~ 2016-06-08,~ 2016-06-14,,,,,
유가증권 상장추진,해성디에스,2016-05-17,   2016-06-09,   2016-06-15,2016-06-20,"12,000","48,000",2016-06-24,엔에이치투자증권주식회사
,,,~ 2016-06-10,~ 2016-06-16,,,,,
코스닥 상장추진,에스티팜,2016-05-17,   2016-06-09,   2016-06-15,2016-06-20,"29,000","135,256",2016-06-23,"한국투자증권㈜,유진투자증권㈜"
,,,~ 2016-06-10,~ 2016-06-16,,,,,
코스닥 상장추진,지씨셀,2016-05-16,   2016-06-08,   2016-06-15,2016-06-20,"18,500","37,000",2016-06-23,"하나증권주식회사,케이프투자증권주식회사"
,,,~ 2016-06-09,~ 2016-06-16,,,,,
코스닥 상장추진,한국4호스팩,2016-05-13,   2016-06-07,   2016-06-13,2016-06-16,"2,000","10,000",2016-06-22,한국투자증권㈜
,,,~ 2016-06-08,~ 2016-06-14,,,,,
코스닥 상장추진,줌인터넷,2016-04-28,   2016-05-25,   2016-05-30,2016-06-02,"2,000","9,000",2016-06-09,미래에셋증권㈜
,,,~ 2016-05-26,~ 2016-05-31,,,,,
코스닥 상장추진,로스웰,2016-04-28,   2016-06-13,   2016-06-17,2016-06-22,"3,200","96,000",2016-06-30,신한투자증권 주식회사
,,,~ 2016-06-14,~ 2016-06-20,,,,,
유가증권 상장추진,용평리조트,2016-04-07,   2016-05-10,   2016-05-17,2016-05-20,"7,000","93,632",2016-05-27,미래에셋증권 주식회사
,,,~ 2016-05-11,~ 2016-05-18,,,,,
유가증권 상장추진,해태제과식품,2016-03-29,   2016-04-21,   2016-04-27,2016-05-02,"15,100","88,033",2016-05-11,"엔에이치투자증권주식회사,삼성증권㈜"
,,,~ 2016-04-22,~ 2016-04-28,,,,,
코스닥 상장추진,씨엠에스에듀,2016-03-02,   2016-03-24,   2016-03-29,2016-04-01,"23,200","28,768",2016-04-07,"유안타증권㈜,삼성증권㈜"
,,,~ 2016-03-25,~ 2016-03-30,,,,,
코스닥 상장추진,동양파일,2016-02-29,   2016-03-23,   2016-03-28,2016-03-31,"10,000","80,000",2016-04-06,대신증권㈜
,,,~ 2016-03-24,~ 2016-03-29,,,,,
코스닥 상장추진,레이언스,2016-02-25,   2016-03-24,   2016-03-30,2016-04-04,"25,000","100,000",2016-04-11,대신증권㈜
,,,~ 2016-03-25,~ 2016-03-31,,,,,
유가증권 상장추진,삼일씨엔에스,2016-02-19,   2016-03-15,   2016-03-21,2016-03-24,"27,700","123,436",2016-03-30,미래에셋증권 주식회사
,,,~ 2016-03-16,~ 2016-03-22,,,,,
코스닥 상장추진,팬젠,2016-01-22,   2016-02-23,   2016-03-02,2016-03-07,"16,500","27,225",2016-03-11,한국투자증권㈜
,,,~ 2016-02-24,~ 2016-03-03,,,,,
코스닥 상장추진,에이트원,2016-01-20,   2016-02-16,   2016-02-19,2016-02-24,"2,000","3,500",2016-03-02,IBK투자증권㈜
,,,~ 2016-02-17,~ 2016-02-22,,,,,
코스닥 상장추진,하이에이아이1호스팩,2016-01-19,   2016-02-17,   2016-02-23,2016-02-26,"2,000","9,200",2016-03-04,하이투자증권㈜
,,,~ 2016-02-18,~ 2016-02-24,,,,,
코스닥 상장추진,큐리언트,2016-01-19,   2016-02-15,   2016-02-18,2016-02-23,"21,000","32,508",2016-02-29,한국투자증권㈜
,,,~ 2016-02-16,~ 2016-02-19,,,,,
코스닥 상장추진,AP위성,2016-01-18,   2016-02-15,   2016-02-23,2016-02-26,"9,700","31,603",2016-03-04,KB증권㈜
,,,~ 2016-02-16,~ 2016-02-24,,,,,
코스닥 상장추진,케이비제9호스팩,2016-01-15,   2016-02-15,   2016-02-18,2016-02-23,"2,000","27,000",2016-02-29,케이비투자증권㈜
,,,~ 2016-02-16,~ 2016-02-19,,,,,
코스닥 상장추진,안트로젠,2016-01-05,   2016-01-27,   2016-02-01,2016-02-04,"24,000","16,800",2016-02-15,키움증권㈜
,,,~ 2016-01-28,~ 2016-02-02,,,,,
코스닥 상장추진,아이엠텍,2015-12-29,   2016-01-20,   2016-01-26,2016-01-29,"7,500","32,250",2016-02-03,미래에셋증권 주식회사
,,,~ 2016-01-21,~ 2016-01-27,,,,,
유가증권 상장추진,제이에스코퍼레이션,2015-12-18,   2016-01-20,   2016-01-26,2016-01-29,"23,000","75,512",2016-02-04,엔에이치투자증권주식회사
,,,~ 2016-01-21,~ 2016-01-27,,,,,
코스닥 상장추진,크리스탈신소재,2015-12-15,   2016-01-14,   2016-01-21,2016-01-25,"3,000","27,900",2016-01-28,신한투자증권 주식회사
,,,~ 2016-01-15,~ 2016-01-22,,,,,
코스닥 상장추진,에스와이,2015-12-14,   2015-12-14,   2015-12-17,2015-12-21,"5,000","10,680",2015-12-29,미래에셋증권㈜
,,,~ 2015-12-15,~ 2015-12-18,,,,,
코스닥 상장추진,자안바이오,2015-12-04,   2016-01-13,   2016-01-19,2016-01-22,"13,000","11,700",2016-01-27,"신한투자증권 주식회사,케이비투자증권㈜"
,,,~ 2016-01-14,~ 2016-01-20,,,,,
유가증권 상장추진,코리아오토글라스,2015-11-20,   2015-12-14,   2015-12-21,2015-12-23,"11,000","88,440",2015-12-29,엔에이치투자증권주식회사
,,,~ 2015-12-15,~ 2015-12-22,,,,,
코스닥 상장추진,커머스마이너,2015-11-18,   2015-12-10,   2015-12-15,2015-12-18,"10,000","15,800",2015-12-24,엔에이치투자증권주식회사
,,,~ 2015-12-11,~ 2015-12-16,,,,,
유가증권 상장추진,잇츠한불,2015-11-18,   2015-12-10,   2015-12-17,2015-12-21,"170,000","161,214",2015-12-28,미래에셋증권 주식회사
,,,~ 2015-12-11,~ 2015-12-18,,,,,
코스닥 상장추진,유니트론텍,2015-11-18,   2016-01-14,   2016-01-21,2016-01-26,"14,000","9,170",2016-02-02,하나증권주식회사
,,,~ 2016-01-15,~ 2016-01-22,,,,,
코스닥 상장추진,와이아이케이,2015-11-18,   2015-12-10,   2015-12-15,2015-12-18,"2,000","20,000",2015-12-24,대신증권㈜
,,,~ 2015-12-11,~ 2015-12-16,,,,,
코스닥 상장추진,더코디,2015-11-18,   2015-12-10,   2015-12-15,2015-12-18,"4,700","4,700",2015-12-29,미래에셋증권㈜
,,,~ 2015-12-11,~ 2015-12-16,,,,,
코스닥 상장추진,휴젤,2015-11-17,   2015-12-09,   2015-12-15,2015-12-18,"150,000","54,000",2015-12-24,"한국투자증권㈜,미래에셋증권 주식회사"
,,,~ 2015-12-10,~ 2015-12-16,,,,,
코스닥 상장추진,육일씨엔에쓰,2015-11-17,   2015-12-10,   2015-12-15,2015-12-18,"6,000","4,200",2015-12-24,케이프투자증권주식회사
