(단위 : 천원),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),,영업이익,,당기순이익,
,,,(재무),(재무),,,,,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
메쎄이상,408920,2022-03-07,2022,12월,기타 사업지원 서비스업,"7,069,859","543,283","6,526,576",0,0,"-133,559","-3,308","-41,755",-743
노을,376930,2022-03-03,2022,12월,의료용 기기 제조업,"25,805,046","14,447,093","11,357,952","541,879",-63,"-15,616,170",-36,"-13,715,341",-11
비씨엔씨,146320,2022-03-03,2022,12월,반도체 제조업,"106,412,755","32,444,081","73,968,673","80,050,018",28,"10,049,532",15,"8,718,897",21
풍원정밀,371950,2022-02-28,2022,12월,전자부품 제조업,"107,804,809","28,136,017","79,668,793","42,412,887",7,"779,053",-74,"6,542,045",130
스톤브릿지벤처스,330730,2022-02-25,2022,12월,기타 금융업,"98,075,909","12,225,401","85,850,508","29,580,727",-30,"7,785,826",-71,"7,140,256",-68
하나금융21호스팩,406760,2022-02-25,2022,12월,금융 지원 서비스업,"14,739,883","1,364,088","13,375,795",0,0,"-29,306",-114,"86,328",671
브이씨,365900,2022-02-24,2022,12월,운동 및 경기용구 제조업,"92,299,960","44,453,880","47,846,080","48,599,504",1,"-405,445",-105,"-188,143",-102
퓨런티어,370090,2022-02-23,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","49,069,150","10,615,073","38,454,077","26,904,547",21,"1,632,418",33,"1,981,826",-25
한국제10호스팩,409570,2022-02-21,2022,12월,금융 지원 서비스업,"10,677,876","855,835","9,822,041",0,0,"-103,613",-570,"3,887",127
바이오에프디엔씨,251120,2022-02-21,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"59,035,811","6,058,430","52,977,381","15,855,323",32,"4,880,635",55,"4,335,264",49
IBKS제17호스팩,405350,2022-02-18,2022,12월,금융 지원 서비스업,"6,095,825","812,749","5,283,075",0,0,"-99,680",-610,"-87,596",-278
인카금융서비스,211050,2022-02-16,2022,12월,보험 및 연금관련 서비스업,"293,621,160","218,385,110","75,236,050","400,866,634",27,"27,920,891",27,"21,323,023",23
나래나노텍,137080,2022-02-08,2022,12월,특수 목적용 기계 제조업,"185,334,113","77,500,175","107,833,938","88,004,122",-34,"1,806,486",-92,"2,443,308",-86
아셈스,136410,2022-02-07,2022,12월,플라스틱제품 제조업,"80,950,140","31,209,388","49,740,752","39,079,086",14,"3,853,533",13,"4,913,342",33
스코넥,276040,2022-02-04,2022,12월,소프트웨어 개발 및 공급업,"29,681,641","4,126,203","25,555,437","3,571,264",-40,"-4,392,143",-43,"-4,314,988",-11
이지트로닉스,377330,2022-02-04,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","70,043,824","9,276,615","60,767,208","21,609,029",21,"-2,975,342","-9,740","-2,308,228","-2,562"
LG에너지솔루션,373220,2022-01-27,2022,12월,일차전지 및 축전지 제조업,"23,202,810,000","6,408,238,000","16,794,572,000","10,581,787,000",26,"-676,510,000",-90,"-528,127,000",-412
애드바이오텍,179530,2022-01-24,2022,12월,의약품 제조업,"30,993,460","14,669,394","16,324,065","10,649,756",-9,"-4,778,749",-222,"2,685,762",203
케이옥션,102370,2022-01-24,2022,12월,상품 중개업,"212,940,560","90,892,136","122,048,424","24,725,107",-34,"5,673,509",-58,"3,927,070",-62
코스텍시스템,169670,2022-01-21,2022,12월,특수 목적용 기계 제조업,"32,955,877","15,539,123","17,416,754","26,586,250",-1,"878,380",-45,"1,274,725",46
디비금융스팩10호,404950,2022-01-20,2022,12월,기타 금융업,"11,923,143","966,528","10,956,615",0,0,"-41,696",-174,"51,797",339
오토앤,353590,2022-01-20,2022,12월,자동차 부품 및 내장품 판매업,"55,481,071","25,389,812","30,091,259","47,596,459",-5,"-3,786,431",-227,"-2,422,340",-237
래몽래인,200350,2021-12-30,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","71,651,160","29,423,849","42,227,311","44,377,068",8,"-6,273,463",-291,"-6,392,873",-359
하나금융20호스팩,400560,2021-12-27,2022,12월,금융 지원 서비스업,"6,864,120","913,397","5,950,723",0,0,"-39,100",-761,"30,360",591
엔에이치스팩22호,396770,2021-12-24,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
하이제7호스팩,400840,2021-12-20,2022,12월,금융 지원 서비스업,"11,861,961","1,589,818","10,272,143",0,0,"-29,706",-80,"91,371",508
교보11호스팩,397880,2021-12-20,2022,12월,금융 지원 서비스업,"10,905,345","2,212,420","8,692,924",0,0,"-35,172",15,"59,912",241
우리벤처파트너스,298870,2021-12-16,2022,12월,기타 금융업,"324,859,717","29,094,084","295,765,633","44,926,815",-60,"17,196,434",-79,"13,307,760",-79
라피치,403360,2021-12-14,2022,12월,소프트웨어 개발 및 공급업,"5,824,327","3,485,992","2,338,335","10,512,060",55,"762,341",231,"672,630",384
제이엠멀티,254160,2021-12-13,2022,12월,제재 및 목재 가공업,"13,907,201","6,882,730","7,024,471","15,128,063",12,"722,007",178,"-276,230",-109
툴젠,199800,2021-12-10,2022,12월,자연과학 및 공학 연구개발업,"75,468,578","4,960,989","70,507,589","743,464",-53,"-19,340,772",6,"-18,137,444",12
대신밸런스제11호스팩,397500,2021-12-02,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
켈스,402420,2021-11-30,2022,12월,의료용 기기 제조업,"17,093,544","27,773,508","-10,679,964","12,546,511",77,"-1,707,245",888,"-80,836",99
SK스퀘어,402340,2021-11-29,2022,12월,기타 금융업,"7,494,079,000","139,076,000","7,355,003,000","591,185,000",888,"516,332,000","6,076","433,138,000","3,557"
마음AI,377480,2021-11-23,2022,12월,소프트웨어 개발 및 공급업,"37,378,464","12,116,933","25,261,530","8,158,308",17,"-5,574,778",20,"-4,790,889",-480
알비더블유,361570,2021-11-22,2022,12월,오디오물 출판 및 원판 녹음업,"114,894,132","36,602,060","78,292,072","34,274,248",-17,"527,244",-92,"847,009",-84
바이옵트로,222160,2021-11-18,2022,03월,특수 목적용 기계 제조업,"28,848,200","5,182,652","23,665,548","22,304,736",38,"4,798,651",62,"424,331",-80
트윔,290090,2021-11-17,2022,12월,소프트웨어 개발 및 공급업,"73,100,774","7,114,816","65,985,958","19,561,616",-9,"-6,461,723",-633,"-5,316,524",-343
지오엘리먼트,311320,2021-11-11,2022,12월,전자부품 제조업,"53,110,560","4,234,946","48,875,614","28,636,134",32,"7,291,672",19,"6,683,644",25
아이티아이즈,372800,2021-11-11,2022,12월,소프트웨어 개발 및 공급업,"40,248,557","16,487,783","23,760,774","53,543,189",-20,"-11,442,567",-339,"-9,904,986",-269
비트나인,357880,2021-11-10,2022,12월,소프트웨어 개발 및 공급업,"63,907,406","36,329,571","27,577,835","12,423,784",-13,"-4,292,455","-6,660","-5,348,567","-8,217"
디어유,376300,2021-11-10,2022,12월,소프트웨어 개발 및 공급업,"152,541,276","11,315,793","141,225,483","49,193,861",23,"16,285,614",23,"16,396,184",165
지니너스,389030,2021-11-08,2022,12월,자연과학 및 공학 연구개발업,"45,829,771","2,559,618","43,270,153","10,083,387",24,"-9,676,055",-27,"-9,384,985",-4
피코그램,376180,2021-11-03,2022,12월,그외 기타 제품 제조업,"51,359,092","20,283,794","31,075,298","29,441,544",11,"3,147,763",-5,"2,962,121",26
카카오페이,377300,2021-11-03,2022,12월,금융 지원 서비스업,"2,896,844,434","973,164,076","1,923,680,358","482,768,977",19,"33,207,554","8,374","96,341,816",997
엔켐,348370,2021-11-01,2022,12월,기초 화학물질 제조업,"552,690,319","261,826,252","290,864,066","163,340,507",15,"1,717,914",106,"30,313,405",231
지앤비에스 에코,382800,2021-10-29,2022,12월,특수 목적용 기계 제조업,"88,908,136","16,554,043","72,354,093","65,592,093",25,"14,711,923",38,"14,772,461",42
리파인,377450,2021-10-29,2022,12월,기타 정보 서비스업,"152,206,805","12,794,392","139,412,413","55,077,909",-6,"17,938,589",-14,"17,684,669",4
아이패밀리에스씨,114840,2021-10-28,2022,12월,기타 화학제품 제조업,"72,333,626","22,129,451","50,204,175","85,335,169",19,"9,508,401",69,"7,639,365",109
차백신연구소,261780,2021-10-22,2022,12월,자연과학 및 공학 연구개발업,"61,068,792","27,703,191","33,365,602","179,485",-64,"-6,469,262",-6,"-6,715,164",63
젬,248020,2021-10-22,2022,12월,전구 및 조명장치 제조업,"20,008,055","19,802,824","205,231","18,057,929",-2,"-902,343",69,"-2,569,303",40
지아이텍,382480,2021-10-21,2022,12월,특수 목적용 기계 제조업,"76,289,354","21,157,216","55,132,137","39,647,018",102,"6,926,042",62,"6,446,216",50
코닉오토메이션,391710,2021-10-15,2022,12월,소프트웨어 개발 및 공급업,"31,402,770","9,043,859","22,358,912","30,092,723",10,"3,354,830",-18,"-5,570,285",-243
케이카,381970,2021-10-13,2022,12월,자동차 판매업,"534,356,691","288,535,624","245,821,067","2,177,261,974",14,"50,047,663",-29,"30,363,689",-35
씨유테크,376290,2021-10-08,2022,12월,전자부품 제조업,"85,503,612","23,491,777","62,011,835","16,214,143",-32,"-975,574",-194,"8,242,979",-25
아스플로,159010,2021-10-07,2022,12월,일반 목적용 기계 제조업,"105,502,582","51,575,277","53,927,305","88,390,513",50,"11,440,760",158,"9,053,358",127
하나금융19호스팩,388220,2021-10-07,2022,12월,금융 지원 서비스업,"13,656,864","1,842,716","11,814,148",0,0,"-87,165",-747,"75,469","6,566"
원준,382840,2021-10-07,2022,12월,특수 목적용 기계 제조업,"153,339,204","46,165,259","107,173,945","143,200,038",130,"10,752,131",-12,"12,977,817",121
엔에이치스팩20호,391060,2021-10-05,2022,12월,금융 지원 서비스업,"50,456,345","4,350,816","46,105,529",0,0,"-51,403",-36,"647,378",926
에스앤디,260970,2021-09-29,2022,12월,기타 식품 제조업,"93,337,963","15,230,993","78,106,969","73,317,425",19,"10,945,851",19,"9,846,024",28
실리콘투,257720,2021-09-29,2022,12월,상품 종합 도매업,"120,393,424","28,005,922","92,387,502","161,752,951",29,"12,851,672",63,"10,061,775",36
프롬바이오,377220,2021-09-28,2022,12월,기타 식품 제조업,"94,644,299","4,586,649","90,057,650","98,023,200",-27,"4,787,665",-58,"5,342,777",-52
신한제8호스팩,393360,2021-09-27,2022,12월,금융 지원 서비스업,"14,895,502","1,329,707","13,565,795",0,0,"-82,633",-151,"76,864","1,821"
바이오플러스,099430,2021-09-27,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"145,990,381","31,422,805","114,567,576","56,718,819",51,"26,406,154",64,"22,156,711",117
HD현대중공업,329180,2021-09-17,2022,12월,선박 및 보트 건조업,"16,283,094,921","10,992,976,642","5,290,118,279","9,065,348,185",9,"-286,797,248",64,"-350,075,802",57
대신밸런스제10호스팩,387310,2021-09-17,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
유진스팩7호,388800,2021-09-13,2022,12월,금융 지원 서비스업,"9,909,397","922,893","8,986,504",0,0,"-75,720",-128,"48,080",387
와이엠텍,273640,2021-09-10,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","63,708,502","4,280,244","59,428,259","49,293,430",64,"14,888,566",113,"12,728,292",97
에이비온,203400,2021-09-08,2022,12월,자연과학 및 공학 연구개발업,"24,004,175","8,903,904","15,100,271","2,506,519",53,"-24,600,087",-150,"-19,925,392",62
라이콤,388790,2021-09-03,2022,12월,통신 및 방송 장비 제조업,"7,792,440","1,306,779","6,485,661",0,0,"-146,739",-287,"-51,499",-60
일진하이솔루스,271940,2021-09-01,2022,12월,그외 기타 운송장비 제조업,"342,505,451","27,786,558","314,718,893","109,080,826",-7,"2,772,988",-71,"7,043,345",-21
바이젠셀,308080,2021-08-25,2022,12월,자연과학 및 공학 연구개발업,"99,372,284","9,728,476","89,643,808",0,0,"-18,181,628",-38,"-17,390,844",-56
아주스틸,139990,2021-08-20,2022,12월,1차 철강 제조업,"572,675,614","333,076,475","239,599,139","558,875,183",-2,"3,112,347",-89,"3,786,932",-88
브레인즈컴퍼니,099390,2021-08-19,2022,12월,소프트웨어 개발 및 공급업,"47,240,090","4,102,114","43,137,976","18,252,938",3,"4,782,130",-9,"5,039,201",2
롯데렌탈,089860,2021-08-19,2022,12월,운송장비 임대업,"6,047,349,340","4,946,497,236","1,100,852,104","2,522,065,710",12,"286,357,383",31,"78,010,954",-17
딥노이드,315640,2021-08-17,2022,12월,소프트웨어 개발 및 공급업,"14,527,302","4,560,953","9,966,349","3,181,549",237,"-6,158,547",19,"-5,333,983",39
한컴라이프케어,372910,2021-08-17,2022,12월,의료용 기기 제조업,"201,249,262","74,147,423","127,101,839","92,809,851",-19,"557,375",-95,"16,494,864",42
엠로,058970,2021-08-13,2022,12월,소프트웨어 개발 및 공급업,"72,218,274","22,135,313","50,082,961","54,801,076",24,"5,941,584",-13,"6,061,811",9
플래티어,367000,2021-08-12,2022,12월,소프트웨어 개발 및 공급업,"56,511,097","9,393,084","47,118,013","49,957,147",19,"3,184,749",-23,"3,964,859",-5
원티드랩,376980,2021-08-11,2022,12월,소프트웨어 개발 및 공급업,"56,862,737","13,900,523","42,962,214","50,238,627",58,"9,227,205",45,"9,437,956",205
크래프톤,259960,2021-08-10,2022,12월,소프트웨어 개발 및 공급업,"5,774,465,580","732,161,313","5,042,304,267","1,767,775,811",-3,"737,821,913",6,"487,142,608",-10
PI첨단소재,178920,2021-08-09,2022,12월,플라스틱제품 제조업,"498,996,616","157,543,399","341,453,217","276,440,430",-8,"52,135,090",-31,"45,710,486",-28
HK이노엔,195940,2021-08-09,2022,12월,의약품 제조업,"1,803,108,141","638,886,765","1,164,221,376","846,521,701",10,"52,525,669",4,"38,134,319",54
카카오뱅크,323410,2021-08-06,2022,12월,은행 및 저축기관,"39,516,079,000","33,800,969,000",0,0,0,"353,186,000",37,"263,091,000",28
한화플러스제2호스팩,386580,2021-08-05,2022,12월,금융 지원 서비스업,"8,941,723","1,068,918","7,872,805",0,0,"-86,773",-167,"36,294",252
에브리봇,270660,2021-07-28,2022,12월,가정용 기기 제조업,"86,864,211","24,616,600","62,247,611","53,006,504",3,"6,178,667",-39,"6,949,410",-26
맥스트,377030,2021-07-27,2022,12월,소프트웨어 개발 및 공급업,"66,671,113","28,440,583","38,230,531","2,858,468",20,"-10,576,343",-146,"-14,899,492",-244
큐라클,365270,2021-07-22,2022,12월,자연과학 및 공학 연구개발업,"55,657,473","9,486,746","46,170,727","3,582,859",-42,"-11,982,211",-74,"-11,405,593",-70
에스디바이오센서,137310,2021-07-16,2022,12월,의료용 기기 제조업,"3,184,712,423","268,563,685","2,916,148,739","2,820,638,098",0,"1,115,338,664",-19,"903,927,973",-17
오비고,352910,2021-07-13,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","38,990,345","3,989,498","35,000,847","11,004,454",69,"-2,817,433",55,"-2,454,681",59
엠씨넥스,097520,2021-07-06,2022,12월,영상 및 음향기기 제조업,"490,185,292","160,877,015","329,308,277","853,045,926",4,"11,254,172",-37,"19,988,516",-25
아모센스,357580,2021-06-25,2022,12월,전자부품 제조업,"90,795,840","53,179,264","37,616,576","63,013,530",11,"852,103",127,"-905,284",87
타임기술,318660,2021-06-24,2022,12월,소프트웨어 개발 및 공급업,"4,240,900","3,147,323","1,093,577","3,703,428",19,"240,097",-14,"187,481",11
이노뎁,303530,2021-06-18,2022,12월,소프트웨어 개발 및 공급업,"55,560,241","16,298,504","39,261,737","76,416,491",27,"413,004",127,"563,087",164
삼성머스트스팩5호,380320,2021-06-17,2022,12월,금융 지원 서비스업,"9,579,495","776,824","8,802,671",0,0,"-39,516",-98,"67,438",770
라온테크,232680,2021-06-17,2022,12월,특수 목적용 기계 제조업,"46,306,302","18,202,516","28,103,785","59,431,713",61,"8,943,114",70,"7,475,268",27
LB루셈,376190,2021-06-11,2022,12월,반도체 제조업,"236,145,348","33,703,502","202,441,846","203,061,521",-12,"12,866,000",-33,"12,353,677",-33
이성씨엔아이,379390,2021-06-04,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","15,193,019","4,763,227","10,429,792","11,782,184",28,"1,808,565","2,542","-322,786",87
에이디엠코리아,187660,2021-06-03,2022,12월,자연과학 및 공학 연구개발업,"46,923,886","14,116,982","32,806,904","14,881,306",6,"516,521",-78,"1,144,041",-46
에코프로에이치엔,383310,2021-05-28,2022,12월,기타 화학제품 제조업,"183,898,356","97,367,050","86,531,306","218,237,745",140,"41,500,725",199,"32,431,801",182
LX홀딩스,383800,2021-05-27,2022,12월,기타 금융업,"972,926,000","11,160,000","961,766,000","103,493,000",888,"63,825,000",311,"80,695,000",381
제주맥주,276730,2021-05-26,2022,12월,알코올음료 제조업,"56,652,232","26,819,785","29,832,447","23,381,898",-17,"-11,159,945",-55,"-24,296,396",-185
진시스템,363250,2021-05-26,2022,12월,의료용 기기 제조업,"41,183,104","6,072,663","35,110,441","3,653,063",-72,"-6,604,820",-391,"-8,996,174",-353
엔에이치스팩19호,380440,2021-05-21,2022,12월,금융 지원 서비스업,"116,693,766","16,012,258","100,681,507",0,0,"-50,617",0,"617,548",307
F&F,383220,2021-05-21,2022,12월,봉제의복 제조업,"1,329,134,616","413,421,862","915,712,754","1,615,587,865",49,"523,701,828",42,"385,627,456",44
삼영에스앤씨,361670,2021-05-21,2022,12월,전자부품 제조업,"28,356,697","3,173,408","25,183,288","13,637,666",8,"-1,274,639",-119,"-1,026,373",29
삼성스팩4호,377630,2021-05-21,2022,12월,금융 지원 서비스업,"8,931,375","1,252,286","7,679,089",0,0,"-87,832",-133,"7,645",146
샘씨엔에스,252990,2021-05-20,2022,12월,전자부품 제조업,"200,265,282","88,307,674","111,957,607","50,118,586",5,"14,898,936",9,"15,137,663",27
씨앤씨인터내셔널,352480,2021-05-17,2022,12월,기타 화학제품 제조업,"177,229,848","42,481,427","134,748,422","118,561,227",41,"12,868,016","1,421","13,184,452",275
에이치피오,357230,2021-05-14,2022,12월,기타 식품 제조업,"142,462,108","9,641,729","132,820,379","113,504,989",1,"8,734,817",-44,"6,374,451",-51
SK아이이테크놀로지,361610,2021-05-11,2022,12월,일차전지 및 축전지 제조업,"2,521,924,459","468,508,355","2,053,416,104","310,749,280",-21,"-127,701,008",-390,"-114,686,227",-350
하이제6호스팩,377400,2021-05-10,2022,12월,금융 지원 서비스업,"10,425,054","769,528","9,655,525",0,0,"-25,275",32,"60,600",352
쿠콘,294570,2021-04-28,2022,12월,소프트웨어 개발 및 공급업,"183,272,353","52,776,446","130,495,907","62,694,548",5,"19,713,266",20,"4,907,175",-28
이삭엔지니어링,351330,2021-04-21,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","67,792,450","20,604,434","47,188,017","57,539,967",34,"1,310,720",164,"1,557,169",143
해성티피씨,059270,2021-04-21,2022,12월,기타 금속 가공제품 제조업,"44,359,665","3,689,920","40,669,745","13,913,932",-8,"-1,269,958",-17,"-1,026,924",10
유진스팩6호,373340,2021-04-08,2022,12월,금융 지원 서비스업,"6,918,936","1,111,266","5,807,670",0,0,"-50,099",-68,"25,791",242
유안타제8호스팩,367480,2021-04-05,2022,12월,금융 지원 서비스업,"15,434,495","2,640,233","12,794,262",0,0,"-85,698",-68,"72,399",473
엔시스,333620,2021-04-01,2022,12월,기타 전기장비 제조업,"83,697,368","27,890,896","55,806,472","41,960,342",-1,"4,060,926",-47,"3,535,726",-26
자이언트스텝,289220,2021-03-24,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","137,218,134","16,802,477","120,415,657","24,526,785",6,"-15,316,318",-636,"-11,089,523",-297
제노코,361390,2021-03-24,2022,12월,통신 및 방송 장비 제조업,"63,349,152","29,534,681","33,814,472","50,704,825",11,"3,151,123",-26,"2,715,633",-53
라이프시맨틱스,347700,2021-03-23,2022,12월,소프트웨어 개발 및 공급업,"26,133,984","16,562,624","9,571,359","2,818,920",-39,"-5,609,469",7,"-3,348,738",46
SK바이오사이언스,302440,2021-03-18,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"2,142,189,396","399,934,106","1,742,255,291","456,725,871",-50,"115,378,989",-75,"122,816,574",-65
바이오다인,314930,2021-03-17,2022,12월,의료용 기기 제조업,"45,414,187","1,255,399","44,158,789","12,210,426",224,"6,683,364",385,"5,611,320",151
DB금융스팩9호,367360,2021-03-16,2022,12월,금융 지원 서비스업,"9,971,951","1,135,895","8,836,056",0,0,"-24,875",37,"78,720",931
네오이뮨텍,950220,2021-03-16,2022,12월,자연과학 및 공학 연구개발업,"139,973,342","17,939,206","122,034,136",0,0,"-52,350,801",-9,"-64,168,818",-33
화승알앤에이,378850,2021-03-15,2022,12월,자동차 신품 부품 제조업,"395,294,330","302,633,820","92,660,510","657,241,500",30,"12,719,529",144,"12,684,598",52
