(단위 : 천원),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
회사명,종목코드,상장일,매출액(수익),,,,,영업이익,,,,,당기순이익,,,,
,,,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년
스톤브릿지벤처스,330730,2022-02-25,"18,955,201","24,508,612","42,411,460","29,580,727",0,0,0,0,0,0,"6,828,206","12,818,639","22,377,888","7,140,256",0
브이씨,365900,2022-02-24,"31,928,821","35,363,581","48,096,362","48,599,504",0,"4,316,690","7,042,176","7,554,590","-405,445",0,"3,161,586","4,513,147","6,412,164","-188,143",0
퓨런티어,370090,2022-02-23,"18,078,467","15,081,638","22,171,956","26,904,547",0,"-1,620,225","-1,502,483","1,219,720","1,632,418",0,"-2,391,306","-2,179,975","2,641,796","1,981,826",0
한국제10호스팩,409570,2022-02-21,0,0,0,0,0,0,0,"-15,460","-103,613",0,0,0,"-14,212","3,887",0
바이오에프디엔씨,251120,2022-02-21,"8,476,472","8,639,743","11,972,174","15,855,323",0,"2,897,789","2,924,747","3,137,538","4,880,635",0,"2,561,822","2,461,424","2,907,548","4,335,264",0
IBKS제17호스팩,405350,2022-02-18,0,0,0,0,0,0,0,"-14,030","-99,680",0,0,0,"-23,159","-87,596",0
인카금융서비스,211050,2022-02-16,"244,431,780","301,000,748","314,327,292","400,866,634",0,"3,399,380","15,486,868","21,967,894","27,920,891",0,"3,983,415","11,104,170","17,272,601","21,323,023",0
나래나노텍,137080,2022-02-08,"43,007,667","82,804,670","135,112,778","88,004,122",0,"-10,292,325","5,659,900","23,001,150","1,806,486",0,"-10,895,330","2,272,633","17,411,785","2,443,308",0
아셈스,136410,2022-02-07,"28,084,003","25,756,511","34,158,579","39,079,086",0,"1,193,937","2,960,156","3,388,214","3,853,533",0,"870,606","-183,676","3,679,052","4,913,342",0
스코넥,276040,2022-02-04,"7,675,477","4,558,263","5,978,003","3,571,264",0,"-5,844,570","-5,437,105","-3,067,852","-4,392,143",0,"-9,715,795","-8,971,051","-3,879,067","-4,314,988",0
이지트로닉스,377330,2022-02-04,"17,990,686","15,348,581","17,747,807","21,609,029",0,"3,736,196","2,829,540","-30,235","-2,975,342",0,"2,412,711","3,552,098","93,753","-2,308,228",0
LG에너지솔루션,373220,2022-01-27,0,"632,954,000","8,387,463,000","10,581,787,000",0,0,"-509,130,000","-354,339,000","-676,510,000",0,0,"-377,980,000","-102,962,000","-528,127,000",0
케이옥션,102370,2022-01-24,"27,996,624","22,885,348","37,959,779","24,725,107",0,"1,350,952","455,273","13,562,794","5,673,509",0,"971,356","-2,821,429","10,472,439","3,927,070",0
애드바이오텍,179530,2022-01-24,"9,343,575","9,855,191","11,711,552","10,649,756",0,"102,140","-924,375","-1,482,585","-4,778,749",0,"-1,705,828","-7,273,246","-2,593,815","2,685,762",0
코스텍시스템,169670,2022-01-21,"11,307,408","19,822,367","26,952,424","26,586,250",0,"131,169","259,020","1,595,841","878,380",0,"121,746","362,239","872,924","1,274,725",0
디비금융스팩10호,404950,2022-01-20,0,0,0,0,0,0,0,"-15,205","-41,696",0,0,0,"-21,604","51,797",0
오토앤,353590,2022-01-20,"31,760,966","49,437,277","50,122,557","47,596,459",0,"-300,011","4,753,860","2,971,172","-3,786,431",0,"-468,628","3,444,453","1,762,171","-2,422,340",0
래몽래인,200350,2021-12-30,"19,755,105","34,649,031","40,997,855","44,377,068",0,"1,258,267","3,865,630","3,275,635","-6,273,463",0,"1,446,182","3,303,577","2,459,445","-6,392,873",0
하나금융20호스팩,400560,2021-12-27,0,0,0,0,0,0,0,"-4,540","-39,100",0,0,0,"-6,175","30,360",0
엔에이치스팩22호,396770,2021-12-24,0,0,0,0,0,0,0,"-28,411","-45,135",0,0,0,"-37,630","96,883",0
교보11호스팩,397880,2021-12-20,0,0,0,0,0,0,0,"-41,476","-35,172",0,0,0,"-42,337","59,912",0
하이제7호스팩,400840,2021-12-20,0,0,0,0,0,0,0,"-16,505","-29,706",0,0,0,"-22,350","91,371",0
우리벤처파트너스,298870,2021-12-16,"29,215,228","66,974,441","114,042,419","44,926,815",0,0,0,0,0,0,"15,131,953","35,764,702","64,751,076","13,307,760",0
라피치,403360,2021-12-14,"5,164,096","7,930,810","7,023,133","10,512,060",0,"861,679","1,424,693","260,004","762,341",0,"731,736","1,248,540","278,947","672,630",0
제이엠멀티,254160,2021-12-13,"18,959,583","18,408,919","13,512,147","15,128,063",0,"103,304","778,825","-923,914","722,007",0,"33,006","940,004","2,849,834","-276,230",0
신한서부티엔디리츠,404990,2021-12-10,0,"1,852,518","9,759,356","12,629,097",0,0,"254,722","5,282,783","8,555,367",0,0,"-541,213","1,532,056","5,871,644",0
툴젠,199800,2021-12-10,"1,125,063","713,093","1,597,275","743,464",0,"-16,576,903","-14,781,529","-20,730,701","-19,340,772",0,"-16,277,597","-14,697,764","-20,692,478","-18,137,444",0
미래에셋글로벌리츠,396690,2021-12-03,0,0,0,"4,900,264",0,0,0,0,"4,297,906",0,0,0,0,"4,307,948",0
켈스,402420,2021-11-30,"30,862","4,425,777","6,758,048","12,546,511",0,"-779,519","831,556","-148,869","-1,707,245",0,"-780,782","749,967","-48,513","-80,836",0
SK스퀘어,402340,2021-11-29,0,0,0,"591,185,000",0,0,0,"-8,639,000","516,332,000",0,0,0,"-12,529,000","433,138,000",0
마음AI,377480,2021-11-23,"8,016,840","8,285,546","6,919,012","8,158,308",0,"-6,386,849","-3,584,248","-6,970,450","-5,574,778",0,"-16,940,273","-20,475,380","1,259,270","-4,790,889",0
알비더블유,361570,2021-11-22,"26,248,896","35,406,268","41,602,702","34,274,248",0,"5,405,577","8,731,949","7,020,427","527,244",0,"2,457,667","4,508,116","5,458,599","847,009",0
바이옵트로,222160,2021-11-18,"10,818,048","12,803,650","16,114,978","22,304,736",0,"-714,798","-577,733","2,957,173","4,798,651",0,"-828,258","-620,041","2,225,538","424,331",0
NH올원리츠,400760,2021-11-18,0,"6,654,045","9,595,598","11,429,896",0,0,"4,394,515","7,185,864","8,562,923",0,0,"434,537","3,579,370","5,121,158",0
트윔,290090,2021-11-17,"10,410,397","18,259,561","21,603,000","19,561,616",0,"-3,486,212","2,590,572","1,211,432","-6,461,723",0,"-2,828,075","2,910,158","2,186,430","-5,316,524",0
아이티아이즈,372800,2021-11-11,"37,129,540","51,313,533","66,920,354","53,543,189",0,"1,903,152","2,858,893","-2,601,384","-11,442,567",0,"2,289,747","3,015,119","-2,678,620","-9,904,986",0
지오엘리먼트,311320,2021-11-11,"9,537,626","13,179,767","21,701,626","28,636,134",0,"1,283,454","2,873,815","6,117,495","7,291,672",0,"1,372,836","2,456,821","5,314,059","6,683,644",0
비트나인,357880,2021-11-10,"13,483,449","10,986,327","14,428,295","12,423,784",0,"-4,807,614","-724,567","65,430","-4,292,455",0,"-9,825,546","-10,083,146","65,890","-5,348,567",0
디어유,376300,2021-11-10,"4,253,302","13,047,733","40,000,767","49,193,861",0,"-7,836,902","-454,001","13,240,793","16,285,614",0,"-22,721,962","-2,249,957","-25,232,230","16,396,184",0
지니너스,389030,2021-11-08,"1,375,730","3,794,450","8,134,300","10,083,387",0,"-1,418,820","-3,765,002","-7,621,220","-9,676,055",0,"-3,093,861","-9,151,647","-9,019,098","-9,384,985",0
카카오페이,377300,2021-11-03,"141,068,802","245,556,235","403,416,755","482,768,977",0,"-65,132,969","-5,545,385","-401,328","33,207,554",0,"-62,479,444","-17,217,531","-10,731,218","96,341,816",0
피코그램,376180,2021-11-03,"18,893,990","24,411,827","26,313,370","29,441,544",0,"780,696","3,185,314","3,333,705","3,147,763",0,"85,210","2,169,333","2,337,677","2,962,121",0
엔켐,348370,2021-11-01,"87,958,351","137,185,577","141,102,798","163,340,507",0,"12,949,446","14,663,596","-28,292,896","1,717,914",0,"-456,707","-2,336,941","-23,006,337","30,313,405",0
리파인,377450,2021-10-29,"44,730,822","54,163,513","58,773,815","55,077,909",0,"5,218,418","20,232,921","21,005,533","17,938,589",0,"5,542,094","16,037,587","16,881,173","17,684,669",0
지앤비에스 에코,382800,2021-10-29,"29,845,246","42,391,688","52,112,857","65,592,093",0,"3,670,521","7,309,380","10,619,904","14,711,923",0,"3,731,598","4,554,232","10,337,079","14,772,461",0
아이패밀리에스씨,114840,2021-10-28,"38,386,267","79,218,233","71,618,220","85,335,169",0,"4,553,068","11,628,192","5,599,387","9,508,401",0,"4,455,158","8,747,100","3,644,727","7,639,365",0
젬,248020,2021-10-22,"25,186,905","22,391,679","18,568,300","18,057,929",0,"1,495,034","-1,585,349","-2,960,281","-902,343",0,"1,165,407","-1,830,762","-4,302,576","-2,569,303",0
차백신연구소,261780,2021-10-22,"126,114","77,796","500,000","179,485",0,"-2,874,319","-4,234,422","-6,084,641","-6,469,262",0,"-2,980,235","-6,240,340","-18,420,062","-6,715,164",0
지아이텍,382480,2021-10-21,"12,502,002","17,189,215","19,543,532","39,647,018",0,"1,667,188","5,289,148","4,253,031","6,926,042",0,"1,296,354","4,164,688","4,287,295","6,446,216",0
코닉오토메이션,391710,2021-10-15,0,"19,431,165","27,291,569","30,092,723",0,0,"1,752,122","4,106,268","3,354,830",0,0,"1,410,782","3,875,646","-5,570,285",0
케이카,381970,2021-10-13,"1,185,355,255","1,323,113,771","1,902,394,224","2,177,261,974",0,"29,204,443","37,698,382","71,108,716","50,047,663",0,"14,777,785","24,129,650","46,775,529","30,363,689",0
씨유테크,376290,2021-10-08,"26,152,445","18,916,184","23,985,937","16,214,143",0,"5,356,210","945,272","1,035,783","-975,574",0,"8,194,972","6,114,294","11,004,029","8,242,979",0
하나금융19호스팩,388220,2021-10-07,0,0,0,0,0,0,0,"-10,286","-87,165",0,0,0,"1,132","75,469",0
원준,382840,2021-10-07,"92,932,632","28,986,104","62,091,187","143,200,038",0,"30,042,207","6,025,430","12,215,138","10,752,131",0,"23,449,083","3,395,968","5,854,290","12,977,817",0
아스플로,159010,2021-10-07,"40,454,937","44,784,379","58,783,798","88,390,513",0,"3,484,884","4,852,731","4,435,080","11,440,760",0,"3,295,613","6,964,480","4,527,850","9,053,358",0
엔에이치스팩20호,391060,2021-10-05,0,0,0,0,0,0,0,"-37,798","-51,403",0,0,0,"63,067","647,378",0
실리콘투,257720,2021-09-29,"63,594,555","93,491,685","124,481,309","161,752,951",0,"4,279,678","7,154,146","7,861,020","12,851,672",0,"4,245,187","4,632,237","7,365,285","10,061,775",0
에스앤디,260970,2021-09-29,"46,304,510","56,537,327","61,401,611","73,317,425",0,"6,419,454","9,124,216","9,178,461","10,945,851",0,"4,958,065","7,358,957","7,693,437","9,846,024",0
프롬바이오,377220,2021-09-28,"61,879,374","108,044,581","135,103,272","98,023,200",0,"5,363,532","21,052,533","11,423,706","4,787,665",0,"-21,025,003","-7,812,780","11,282,101","5,342,777",0
신한제8호스팩,393360,2021-09-27,0,0,0,0,0,0,0,"-32,922","-82,633",0,0,0,"-4,466","76,864",0
바이오플러스,099430,2021-09-27,"17,020,656","24,220,106","37,404,961","56,718,819",0,"5,908,420","9,840,331","16,009,666","26,406,154",0,"4,699,354","7,824,661","10,187,157","22,156,711",0
HD현대중공업,329180,2021-09-17,"5,456,667,592","8,310,181,048","8,303,995,873","9,065,348,185",0,"129,480,289","32,506,679","-800,619,319","-286,797,248",0,"-88,945,128","-431,462,550","-814,133,265","-350,075,802",0
SK리츠,395400,2021-09-14,0,0,"14,701,916","22,379,462",0,0,0,"12,205,910","17,621,273",0,0,0,"8,515,391","5,351,421",0
유진스팩7호,388800,2021-09-13,0,0,0,0,0,0,0,"-33,198","-75,720",0,0,0,"-16,719","48,080",0
와이엠텍,273640,2021-09-10,"12,308,733","17,036,669","30,029,978","49,293,430",0,"1,036,889","4,477,420","6,963,011","14,888,566",0,"1,362,337","3,865,988","6,446,945","12,728,292",0
에이비온,203400,2021-09-08,"1,229,742","1,993,818","1,638,498","2,506,519",0,"-8,194,305","-10,323,833","-9,826,831","-24,600,087",0,"-14,209,824","-11,186,759","-53,547,980","-19,925,392",0
라이콤,388790,2021-09-03,0,0,0,0,0,0,0,"-37,912","-146,739",0,0,0,"-32,148","-51,499",0
일진하이솔루스,271940,2021-09-01,"88,512,979","113,524,940","117,690,719","109,080,826",0,"12,011,955","15,074,663","9,802,681","2,772,988",0,"8,968,428","15,578,870","8,963,456","7,043,345",0
디앤디플랫폼리츠,377190,2021-08-27,0,"963,699","2,235,772","9,844,978",0,0,"916,111","1,650,976","9,666,894",0,0,"916,242","1,652,630","8,851,230",0
바이젠셀,308080,2021-08-25,"15,032",0,0,0,0,"-4,954,778","-7,912,700","-13,135,690","-18,181,628",0,"-22,429,963","-10,454,734","-11,113,878","-17,390,844",0
아주스틸,139990,2021-08-20,"251,563,866","326,861,772","570,544,066","558,875,183",0,"15,372,531","18,558,194","30,360,228","3,112,347",0,"11,750,699","14,096,616","33,806,804","3,786,932",0
브레인즈컴퍼니,099390,2021-08-19,"11,418,852","14,829,409","17,691,442","18,252,938",0,"2,942,739","3,853,416","5,308,436","4,782,130",0,"1,247,706","3,734,319","4,939,541","5,039,201",0
롯데렌탈,089860,2021-08-19,"1,872,767,462","2,075,911,713","2,235,938,468","2,522,065,710",0,"105,461,932","145,335,864","217,707,508","286,357,383",0,"12,969,163","20,006,700","94,683,354","78,010,954",0
딥노이드,315640,2021-08-17,"235,102","1,039,945","943,670","3,181,549",0,"-3,903,911","-5,008,774","-7,651,547","-6,158,547",0,"-1,847,344","-13,599,885","-8,853,542","-5,333,983",0
한컴라이프케어,372910,2021-08-17,"66,720,052","136,299,360","115,131,124","92,809,851",0,"8,204,960","22,764,839","11,839,583","557,375",0,"-2,266,883","15,407,797","11,562,730","16,494,864",0
엠로,058970,2021-08-13,"28,799,967","40,302,325","44,148,794","54,801,076",0,"548,634","5,838,500","6,873,247","5,941,584",0,"445,146","3,389,473","5,550,100","6,061,811",0
플래티어,367000,2021-08-12,"23,700,488","39,376,204","41,893,366","49,957,147",0,"2,005,767","3,636,765","4,143,173","3,184,749",0,"2,115,195","2,684,637","4,173,645","3,964,859",0
원티드랩,376980,2021-08-11,"8,252,841","14,648,005","31,699,212","50,238,627",0,"-5,015,027","-4,921,983","6,349,791","9,227,205",0,"-8,012,601","-9,174,016","3,093,472","9,437,956",0
크래프톤,259960,2021-08-10,"12,102,432","95,437,031","1,828,373,788","1,767,775,811",0,"-91,243,624","-129,011,890","696,375,446","737,821,913",0,"123,903,584","5,151,508","542,202,251","487,142,608",0
PI첨단소재,178920,2021-08-09,"223,682,314","261,788,779","301,868,719","276,440,430",0,"33,602,431","60,009,434","75,857,969","52,135,090",0,"17,717,933","41,723,872","64,000,019","45,710,486",0
HK이노엔,195940,2021-08-09,"140,612,000","515,289,077","768,267,182","846,521,701",0,"140,397,398","123,731,231","50,257,560","52,525,669",0,"103,407,615","67,060,973","24,888,707","38,134,319",0
카카오뱅크,323410,2021-08-06,0,0,0,0,0,"13,254,537","122,551,247","256,936,000","353,186,000",0,0,0,0,0,0
한화플러스제2호스팩,386580,2021-08-05,0,0,0,0,0,0,0,"-32,467","-86,773",0,0,0,"-23,763","36,294",0
에브리봇,270660,2021-07-28,"16,154,371","49,165,300","51,110,135","53,006,504",0,"1,446,422","12,953,306","10,123,202","6,178,667",0,"1,654,428","-902,111","9,476,338","6,949,410",0
맥스트,377030,2021-07-27,"1,216,717","1,982,672","2,367,272","2,858,468",0,"-1,712,925","-2,515,364","-4,298,238","-10,576,343",0,"-9,729,844","-8,920,975","-4,319,347","-14,899,492",0
큐라클,365270,2021-07-22,0,0,"6,254,953","3,582,859",0,"-5,733,878","-7,852,987","-6,869,595","-11,982,211",0,"-13,989,180","-28,609,794","-6,677,789","-11,405,593",0
에스디바이오센서,137310,2021-07-16,"72,962,238","1,477,922,065","2,847,242,798","2,820,638,098",0,"841,528","706,835,481","1,362,655,330","1,115,338,664",0,"2,180,054","585,721,360","1,066,022,506","903,927,973",0
오비고,352910,2021-07-13,"10,190,965","11,618,381","6,493,003","11,004,454",0,"-3,254,618","-965,941","-6,259,188","-2,817,433",0,"-5,104,467","-3,892,346","-6,087,343","-2,454,681",0
엠씨넥스,097520,2021-07-06,"1,184,887,089","1,165,038,768","817,628,890","853,045,926",0,"130,320,714","68,093,623","17,943,573","11,254,172",0,"99,541,302","36,870,310","26,674,201","19,988,516",0
아모센스,357580,2021-06-25,"62,028,010","43,612,305","56,759,469","63,013,530",0,"1,665,568","-10,221,727","-3,143,828","852,103",0,"-1,195,526","-16,756,652","-7,414,502","-905,284",0
타임기술,318660,2021-06-24,"1,393,036","2,714,283","3,109,764","3,703,428",0,"-1,363,290","75,900","280,348","240,097",0,"-1,411,991","-29,648","168,808","187,481",0
이노뎁,303530,2021-06-18,"60,760,011","66,729,680","60,038,612","76,416,491",0,"2,911,271","5,637,415","-1,514,454","413,004",0,"1,652,712","5,078,315","-878,621","563,087",0
라온테크,232680,2021-06-17,"12,632,424","18,399,628","36,858,185","59,431,713",0,"-1,211,469","1,054,035","5,246,325","8,943,114",0,"-1,431,915","844,746","5,868,229","7,475,268",0
삼성머스트스팩5호,380320,2021-06-17,0,0,0,0,0,0,0,"-19,867","-39,516",0,0,0,"7,747","67,438",0
LB루셈,376190,2021-06-11,"169,687,195","209,770,316","232,984,901","203,061,521",0,"17,520,693","20,769,449","19,389,927","12,866,000",0,"15,503,252","17,104,776","18,691,505","12,353,677",0
이성씨엔아이,379390,2021-06-04,"27,314,714","21,922,134","9,153,132","11,782,184",0,"4,680,874","851,583","68,450","1,808,565",0,"3,492,029","-251,515","-2,593,552","-322,786",0
에이디엠코리아,187660,2021-06-03,"10,206,092","13,111,663","13,972,490","14,881,306",0,"1,073,608","3,984,162","2,412,505","516,521",0,"865,608","3,997,252","2,139,449","1,144,041",0
에코프로에이치엔,383310,2021-05-28,0,0,"90,904,348","218,237,745",0,0,0,"13,876,915","41,500,725",0,0,0,"11,486,174","32,431,801",0
LX홀딩스,383800,2021-05-27,0,0,"185,812,000","103,493,000",0,0,0,"147,184,000","63,825,000",0,0,0,"142,866,000","80,695,000",0
진시스템,363250,2021-05-26,"1,134,861","13,258,238","13,236,860","3,653,063",0,"-2,494,208","3,309,482","2,266,167","-6,604,820",0,"-4,041,004","-2,224,057","3,551,442","-8,996,174",0
제주맥주,276730,2021-05-26,"7,210,611","21,525,592","28,483,743","23,381,898",0,"-9,218,207","-4,347,327","-7,167,823","-11,159,945",0,"-13,660,177","-11,428,251","-8,522,783","-24,296,396",0
엔에이치스팩19호,380440,2021-05-21,0,0,0,0,0,0,0,"-50,625","-50,617",0,0,0,"151,494","617,548",0
F&F,383220,2021-05-21,0,0,"1,081,845,593","1,615,587,865",0,0,0,"368,305,263","523,701,828",0,0,0,"267,596,187","385,627,456",0
삼성스팩4호,377630,2021-05-21,0,0,0,0,0,0,0,"-37,698","-87,832",0,0,0,"-16,359","7,645",0
삼영에스앤씨,361670,2021-05-21,"14,489,035","13,557,858","12,525,690","13,637,666",0,"913,666","182,225","-581,694","-1,274,639",0,"632,511","1,258,838","-1,444,783","-1,026,373",0
샘씨엔에스,252990,2021-05-20,"20,985,461","35,942,187","47,572,155","50,118,586",0,"1,051,760","7,806,361","13,627,082","14,898,936",0,"555,912","6,034,564","11,910,692","15,137,663",0
씨앤씨인터내셔널,352480,2021-05-17,"79,247,734","86,293,203","83,660,249","118,561,227",0,"12,058,208","15,433,728","845,991","12,868,016",0,"9,013,364","9,807,618","-7,495,195","13,184,452",0
에이치피오,357230,2021-05-14,"49,258,887","103,795,726","112,244,241","113,504,989",0,"9,102,541","19,904,623","15,612,128","8,734,817",0,"8,116,669","16,448,621","13,126,426","6,374,451",0
SK아이이테크놀로지,361610,2021-05-11,"263,037,075","460,271,672","394,854,980","310,749,280",0,"80,556,055","137,335,029","43,969,451","-127,701,008",0,"63,684,160","90,729,130","45,725,365","-114,686,227",0
하이제6호스팩,377400,2021-05-10,0,0,0,0,0,0,0,"-37,217","-25,275",0,0,0,"-24,013","60,600",0
쿠콘,294570,2021-04-28,"39,525,511","49,373,922","59,175,373","62,694,548",0,"6,308,094","11,001,159","16,376,707","19,713,266",0,"8,382,196","18,639,504","6,870,003","4,907,175",0
해성티피씨,059270,2021-04-21,"15,327,428","16,734,359","15,227,942","13,913,932",0,"-1,279,699","-347,489","-1,079,953","-1,269,958",0,"-1,518,158","-861,191","-1,145,276","-1,026,924",0
이삭엔지니어링,351330,2021-04-21,"32,632,426","44,386,005","42,782,207","57,539,967",0,"3,432,378","4,755,179","-2,043,344","1,310,720",0,"2,854,639","4,186,991","-3,574,406","1,557,169",0
유진스팩6호,373340,2021-04-08,0,0,0,0,0,0,"-9,590","-29,723","-50,099",0,0,"-9,508","-18,152","25,791",0
유안타제8호스팩,367480,2021-04-05,0,0,0,0,0,0,"-20,860","-50,773","-85,698",0,0,"-26,884","-19,379","72,399",0
엔시스,333620,2021-04-01,"31,883,673","36,387,319","42,688,765","41,960,342",0,"3,741,321","7,415,409","7,701,967","4,060,926",0,"1,911,979","3,572,753","4,828,554","3,535,726",0
제노코,361390,2021-03-24,"32,927,031","34,089,086","45,639,344","50,704,825",0,"3,572,707","2,498,825","4,284,777","3,151,123",0,"2,198,333","1,690,996","5,843,874","2,715,633",0
자이언트스텝,289220,2021-03-24,"12,839,025","15,535,548","23,027,167","24,526,785",0,"-1,781,142","-1,356,063","-2,080,232","-15,316,318",0,"-4,430,177","-1,506,711","-2,788,557","-11,089,523",0
라이프시맨틱스,347700,2021-03-23,"1,161,974","2,665,429","4,634,373","2,818,920",0,"-3,578,769","-3,657,770","-6,037,732","-5,609,469",0,"-3,963,391","-9,308,742","-6,215,408","-3,348,738",0
SK바이오사이언스,302440,2021-03-18,"183,937,702","225,610,785","929,000,930","456,725,871",0,"22,796,519","37,710,447","474,219,856","115,378,989",0,"14,677,405","32,889,712","355,139,277","122,816,574",0
바이오다인,314930,2021-03-17,"4,089,310","3,670,995","3,763,251","12,210,426",0,"-1,697,825","-1,826,340","-2,342,504","6,683,364",0,"-2,026,456","-4,454,433","-10,856,919","5,611,320",0
네오이뮨텍,950220,2021-03-16,0,0,0,0,0,"-16,037,331","-30,901,471","-47,709,009","-52,350,801",0,"-14,000,458","-30,043,942","-48,103,467","-64,168,818",0
DB금융스팩9호,367360,2021-03-16,0,0,0,0,0,0,"-12,564","-39,517","-24,875",0,0,"-13,780","-9,464","78,720",0
화승알앤에이,378850,2021-03-15,0,0,"504,853,495","657,241,500",0,0,0,"5,197,126","12,719,529",0,0,0,"5,693,032","12,684,598",0
프레스티지바이오로직스,334970,2021-03-11,"184,752",0,"3,226,838","15,566",0,"-12,454,056","-22,601,458","-26,836,889","-36,631,253",0,"-22,057,138","-31,033,281","-39,377,957","-49,717,904",0
싸이버원,356890,2021-03-11,"22,371,666","20,600,081","22,185,766","22,753,889",0,"2,109,303","2,179,757","1,690,300","1,868,663",0,"1,903,224","1,967,675","1,973,891","2,087,240",0
